C_Zh,mass,CaPhi,BR_mu,acceptance,cross_section_pb,BR_h_to_Za,N_signal
0.001,1.0,0.000398,0.1,0.0066,5.331062748960671e-05,9.762063264897768e-07,0.04222201697176852
0.001,1.0,0.000501,0.1,0.004733333333333333,5.331062748960671e-05,9.762063264897768e-07,0.030280436414096612
0.001,1.0,0.000631,0.1,0.0025,5.331062748960671e-05,9.762063264897768e-07,0.015993188246882017
0.001,1.0,0.000794,0.1,0.0006666666666666666,5.331062748960671e-05,9.762063264897768e-07,0.004264850199168537
0.001,1.0,0.001,0.1,0.0002,5.331062748960671e-05,9.762063264897768e-07,0.0012794550597505611
0.001,1.0,0.00126,0.1,3.3333333333333335e-05,5.331062748960671e-05,9.762063264897768e-07,0.00021324250995842687
0.001,1.0,0.00158,0.1,0.0,5.331062748960671e-05,9.762063264897768e-07,0.0
0.001,1.0,0.002,0.1,0.0,5.331062748960671e-05,9.762063264897768e-07,0.0
0.001,1.0,0.00251,0.1,0.0,5.331062748960671e-05,9.762063264897768e-07,0.0
0.001,1.0,0.00316,0.1,0.0,5.331062748960671e-05,9.762063264897768e-07,0.0
0.001,1.0,0.00398,0.1,0.0,5.331062748960671e-05,9.762063264897768e-07,0.0
0.001,1.0,0.00501,0.1,0.0,5.331062748960671e-05,9.762063264897768e-07,0.0
0.001,1.0,0.00631,0.1,0.0,5.331062748960671e-05,9.762063264897768e-07,0.0
0.0010473708979594498,1.0,1e-06,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,1.26e-06,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,1.58e-06,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,2e-06,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,2.51e-06,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
0.0010473708979594498,1.0,3.16e-06,0.1,0.0,5.848099569595742e-05,1.07088437458263e-06,0.0
