mass,CaPhi,acceptance,cross_section_pb,BR_h_to_Za,Gamma_total_alp_GeV,N_signal
1.78,0.0002,0.005326071014033033,6.322071285299637e-10,1.157676485130862e-11,1.1781240090369445e-16,4.040616074554196e-06
1.78,0.000251,0.006091153761372692,9.957420326062768e-10,1.8233694059810966e-11,1.8555747673334133e-16,7.278261392719935e-06
1.78,0.000316,0.005882755550186532,1.5782418756348608e-09,2.8900235774306186e-11,2.9410687761598285e-16,1.1141293384113336e-05
1.78,0.000398,0.004536743603078985,2.5036034496057155e-09,4.584514648609624e-11,4.665488888187205e-16,1.3629848321574255e-05
1.78,0.000501,0.0027728787081562857,3.967115536461475e-09,7.264448885664667e-11,7.392757609807054e-16,1.3200396244620031e-05
1.78,0.000631,0.000836012125437843,6.293005561913148e-09,1.1523540673710214e-10,1.1727075839053972e-15,6.313234746248613e-06
1.78,0.000794,0.00024234215108042748,9.964153330345197e-09,1.824602331138106e-10,1.8568294694030377e-15,2.8976812221252724e-06
1.78,0.001,1.7786437598244735e-05,1.5805178208857747e-08,2.8941912120230266e-10,2.945310022592362e-15,3.3734137912918295e-07
1.78,0.00126,0.0,2.5092300920115298e-08,4.5948179674263503e-10,4.675974191867633e-15,0.0
1.78,0.00158,2.0930017975684552e-10,3.9456046863504576e-08,7.225058938565203e-10,7.35267194039957e-15,9.909789241231235e-12
1.78,0.002,0.0,6.322071278053915e-08,1.1576764838040497e-09,1.1781240090369448e-14,0.0
1.78,0.00251,0.0,9.957420308088282e-08,1.8233694026896689e-09,1.8555747673334135e-14,0.0
1.78,0.00316,0.0,1.578241871119316e-07,2.8900235691619046e-09,2.941068776159828e-14,0.0
1.78,0.00398,0.0,2.503603438242686e-07,4.584514627802025e-09,4.665488888187205e-14,0.0
1.78,0.00501,0.0,3.9671155079307533e-07,7.264448833420167e-09,7.392757609807053e-14,0.0
1.78,0.00631,0.0,6.293005490120619e-07,1.1523540542246144e-08,1.172707583905397e-13,0.0
1.78,0.00794,0.0,9.964153150357087e-07,1.824602298179287e-08,1.8568294694030378e-13,0.0
1.78,0.01,0.0,1.5805177756000002e-06,2.8941911290972354e-08,2.945310022592361e-13,0.0
1.78,0.0126,0.0,2.5092299778699243e-06,4.594817758414071e-08,4.675974191867634e-13,0.0
1.78,0.0158,0.0,3.945604404128937e-06,7.225058421770624e-08,7.352671940399573e-13,0.0
1.78,0.02,0.0,6.322070553481585e-06,1.1576763511227953e-07,1.1781240090369445e-12,0.0
1.78,0.0251,0.0,9.95741851063911e-06,1.8233690735468063e-07,1.8555747673334137e-12,0.0
1.78,0.0316,0.0,1.578241419564981e-05,2.8900227422907545e-07,2.941068776159829e-12,0.0
1.78,0.0398,0.0,2.5036023019403507e-05,4.5845125470433085e-07,4.6654888881872044e-12,0.0
1.78,0.0501,0.0,3.96711265486095e-05,7.264443608974456e-07,7.392757609807054e-12,0.0
1.78,0.0631,0.0,6.292998310876125e-05,1.1523527395854467e-06,1.1727075839053974e-11,0.0
1.78,0.0794,0.0,9.964135151579029e-05,1.8245990023034297e-06,1.8568294694030378e-11,0.0
1.78,0.1,0.0,0.00015805132470356553,2.8941828365421267e-06,2.945310022592362e-11,0.0
1.78,0.126,0.0,0.0002509218563761929,4.594796857282419e-06,4.6759741918676334e-11,0.0
1.78,0.158,0.0,0.00039455761821806975,7.225006742685768e-06,7.352671940399571e-11,0.0
1.78,0.2,0.0,0.0006321998097087465,1.1576630831509733e-05,1.1781240090369448e-10,0.0
1.78,0.251,0.0,0.0009957238768998936,1.8233361598606367e-05,1.8555747673334136e-10,0.0
1.78,0.316,0.0,0.0015781962654363019,2.8899400575651014e-05,2.9410687761598285e-10,0.0
1.78,0.398,0.0,0.002503488676915368,4.5843044807093347e-05,4.665488888187206e-10,0.0
1.78,0.501,0.0,0.0039668273686030665,7.263921202349508e-05,7.392757609807052e-10,0.0
1.78,0.631,0.0,0.006292280469139076,0.00011522212908146998,1.1727075839053971e-09,0.0
1.78,0.794,0.0,0.009962335602086612,0.00018242694748373214,1.8568294694030382e-09,0.0
1.78,1.0,0.0,0.015800605216154617,0.0002893353820940234,2.9453100225923614e-09,0.0
3.16,3.16e-08,0.0,1.5638258892121164e-17,2.863625506705945e-19,3.6665172390642495e-22,0.0
3.16,3.98e-08,0.0,2.4807350199763265e-17,4.542638747438796e-19,5.816285418369788e-22,0.0
3.16,5.01e-08,0.0,3.9308790860652394e-17,7.198093913322174e-19,9.216266358780304e-22,0.0
3.16,6.31e-08,0.0,6.235523953238519e-17,1.1418282280239002e-18,1.4619694063682314e-21,0.0
3.16,7.94e-08,0.0,9.873138702645109e-17,1.8079360378401592e-18,2.3148378285998935e-21,0.0
3.16,1e-07,0.0,1.5660810459182386e-16,2.8677550740125228e-18,3.671804637742598e-21,0.0
3.16,1.26e-07,0.0,2.4863102684997957e-16,4.552847955502281e-18,5.82935704288015e-21,0.0
3.16,1.58e-07,0.0,3.909564723030293e-16,7.159063766764865e-18,9.166293097660629e-21,0.0
3.16,2e-07,0.0,6.264324183672954e-16,1.1471020296050091e-17,1.4687218550970393e-20,0.0
3.16,2.51e-07,2.2266269032818086e-10,9.866467197389497e-16,1.8067143741786297e-17,2.3132736398242157e-20,2.636272956246591e-19
3.16,3.16e-07,3.28565022172305e-05,1.5638258892121172e-15,2.863625506705946e-17,3.6665172390642516e-20,6.165821855551247e-14
3.16,3.98e-07,4.7574161965224453e-07,2.480735019976327e-15,4.542638747438797e-17,5.816285418369788e-20,1.4162266755978973e-15
3.16,5.01e-07,3.3205973078846367e-05,3.930879086065241e-15,7.198093913322178e-17,9.216266358780305e-20,1.5663439812969915e-13
3.16,6.31e-07,1.2736621547397504e-07,6.235523953238521e-15,1.1418282280239006e-16,1.4619694063682312e-19,9.530341049055722e-16
3.16,7.94e-07,3.4991618699652196e-07,9.873138702645109e-15,1.807936037840159e-16,2.314837828599894e-19,4.145725258220837e-15
3.16,1e-06,6.679445439052024e-05,1.5660810459182382e-14,2.867755074012522e-16,3.6718046377426e-19,1.2552663479213281e-12
3.16,1.26e-06,6.771505838805975e-05,2.4863102684997958e-14,4.552847955502281e-16,5.829357042880151e-19,2.0203277400275546e-12
3.16,1.58e-06,0.00010073244230278507,3.909564723030289e-14,7.159063766764858e-16,9.166293097660622e-19,4.7258400346998305e-12
3.16,2e-06,0.00013372022935689823,6.264324183672947e-14,1.1471020296050078e-15,1.46872185509704e-18,1.005200239928053e-11
3.16,2.51e-06,0.0002021000966395404,9.86646719738948e-14,1.8067143741786267e-15,2.3132736398242158e-18,2.3928167688999232e-11
3.16,3.16e-06,0.0004327293944034219,1.5638258892121124e-13,2.8636255067059373e-15,3.666517239064249e-18,8.120561159893803e-11
3.16,3.98e-06,0.0008059153658954851,2.480735019976317e-13,4.542638747438779e-15,5.816285418369787e-18,2.3991149655767487e-10
3.16,5.01e-06,0.0012071104392190554,3.9308790860652114e-13,7.198093913322123e-15,9.216266358780303e-18,5.694006216116612e-10
3.16,6.31e-06,0.0016736712608907457,6.235523953238447e-13,1.141828228023887e-14,1.4619694063682312e-17,1.2523460684557247e-09
3.16,7.94e-06,0.00273799343654681,9.873138702644934e-13,1.807936037840127e-14,2.3148378285998943e-17,3.2439106759149743e-09
3.16,1e-05,0.004368608803923667,1.5660810459181942e-12,2.867755074012441e-14,3.671804637742599e-17,8.20991453382745e-09
3.16,1.26e-05,0.006017928975612477,2.4863102684996834e-12,4.552847955502075e-14,5.829357042880152e-17,1.79549263286005e-08
3.16,1.58e-05,0.005875456313664908,3.909564723030013e-12,7.159063766764352e-14,9.16629309766063e-17,2.756457208272994e-08
3.16,2e-05,0.006378211222500056,6.264324183672239e-12,1.147102029604878e-13,1.4687218550970397e-16,4.7946219371612126e-08
3.16,2.51e-05,0.0055756000149960435,9.866467197387714e-12,1.8067143741783033e-13,2.3132736398242143e-16,6.60137695844555e-08
3.16,3.16e-05,0.0037979492972861997,1.563825889211669e-11,2.8636255067051255e-13,3.666517239064252e-16,7.12719772441131e-08
3.16,3.98e-05,0.0012759046063121498,2.4807350199751996e-11,4.5426387474367326e-13,5.816285418369787e-16,3.798217486831465e-08
3.16,5.01e-05,0.0005008816707843067,3.930879086062409e-11,7.198093913316992e-13,9.216266358780302e-16,2.3626863411336338e-08
3.16,6.31e-05,0.00010044639421922497,6.235523953231399e-11,1.1418282280225965e-12,1.4619694063682314e-15,7.516030766036415e-09
3.16,7.94e-05,6.571300145396752e-05,9.873138702627261e-11,1.807936037836891e-12,2.314837828599894e-15,7.785522935051619e-09
3.16,0.0001,0.0,1.566081045913748e-10,2.8677550740042994e-12,3.6718046377426005e-15,0.0
3.16,0.000126,0.0,2.4863102684884774e-10,4.5528479554815554e-12,5.8293570428801496e-15,0.0
3.16,0.000158,0.0,3.909564723002303e-10,7.159063766713612e-12,9.166293097660627e-15,0.0
3.16,0.0002,0.0,6.264324183601098e-10,1.147102029591851e-11,1.4687218550970402e-14,0.0
3.16,0.000251,0.0,9.866467197211237e-10,1.8067143741459873e-11,2.3132736398242144e-14,0.0
3.16,0.000316,0.0,1.5638258891673348e-09,2.8636255066239422e-11,3.666517239064251e-14,0.0
3.16,0.000398,0.0,2.480735019863637e-09,4.542638747232443e-11,5.816285418369788e-14,0.0
3.16,0.000501,0.0,3.930879085782291e-09,7.198093912804048e-11,9.216266358780304e-14,0.0
3.16,0.000631,0.0,6.235523952526532e-09,1.1418282278935235e-10,1.4619694063682312e-13,0.0
3.16,0.000794,0.0,9.873138700860114e-09,1.8079360375132967e-10,2.3148378285998933e-13,0.0
3.16,0.001,0.0,1.5660810454691256e-08,2.867755073190122e-10,3.6718046377425994e-13,0.0
3.16,0.00126,0.0,2.486310267367818e-08,4.5528479534294413e-10,5.82935704288015e-13,0.0
3.16,0.00158,0.0,3.909564720231409e-08,7.159063761639642e-10,9.166293097660626e-13,0.0
3.16,0.002,0.0,6.264324176487139e-08,1.1471020282891666e-09,1.4687218550970398e-12,0.0
3.16,0.00251,0.0,9.866467179563609e-08,1.8067143709144129e-09,2.313273639824215e-12,0.0
3.16,0.00316,0.0,1.5638258847339048e-07,2.8636254985055938e-09,3.66651723906425e-12,0.0
3.16,0.00398,0.0,2.480735008707245e-07,4.542638726803232e-09,5.81628541836979e-12,0.0
3.16,0.00501,0.0,3.9308790577704013e-07,7.198093861509616e-09,9.216266358780302e-12,0.0
3.16,0.00631,0.0,6.235523882039544e-07,1.141828214986183e-08,1.461969406368231e-11,0.0
3.16,0.00794,0.0,9.87313852414508e-07,1.8079360051538327e-08,2.3148378285998934e-11,0.0
3.16,0.01,0.0,1.5660810010068721e-06,2.867754991772335e-08,3.6718046377425996e-11,0.0
3.16,0.0126,0.0,2.4863101553018744e-06,4.552847748218045e-08,5.829357042880153e-11,0.0
3.16,0.0158,0.0,3.909564443142081e-06,7.159063254242961e-08,9.166293097660626e-11,0.0
3.16,0.02,0.0,6.264323465091143e-06,1.1471018980207183e-07,1.4687218550970398e-10,0.0
3.16,0.0251,0.0,9.866465414801012e-06,1.8067140477570062e-07,2.3132736398242153e-10,0.0
3.16,0.0316,0.0,1.563825441391075e-05,2.863624686671077e-07,3.6665172390642505e-10,0.0
3.16,0.0398,0.0,2.4807338930685368e-05,4.542636683883056e-07,5.816285418369788e-10,0.0
3.16,0.0501,0.0,3.9308762565835934e-05,7.198088732070305e-07,9.216266358780301e-10,0.0
3.16,0.0631,0.0,6.235516833349381e-05,1.1418269242536864e-06,1.4619694063682314e-09,0.0
3.16,0.0794,0.0,9.873120852674116e-05,1.8079327692133522e-06,2.314837828599894e-09,0.0
3.16,0.1,0.0,0.0001566076554794253,2.867746850016944e-06,3.671804637742601e-09,0.0
3.16,0.126,0.0,0.00024862989487587115,4.552827227172151e-06,5.829357042880151e-09,0.0
3.16,0.158,0.0,0.00039095367344075117,7.159012514937762e-06,9.166293097660627e-09,0.0
3.16,0.2,0.0,0.0006264252326307384,1.1470888713252854e-05,1.4687218550970404e-08,0.0
3.16,0.251,0.0,0.0009866288941728992,1.806681732600072e-05,2.3132736398242153e-08,0.0
3.16,0.316,0.0,0.0015637811083774283,2.8635435055437252e-05,3.666517239064251e-08,0.0
3.16,0.398,0.0,0.0024806223342649938,4.542432401144468e-05,5.8162854183697884e-08,0.0
3.16,0.501,0.0,0.003930596158062429,7.197575825054806e-05,9.216266358780302e-08,0.0
3.16,0.631,0.0,0.006234812044799601,0.00011416978657388026,1.4619694063682313e-07,0.0
3.16,0.794,0.0,0.009871354024976705,0.00018076092336525738,2.3148378285998944e-07,0.0
3.16,1.0,0.0,0.015656320609895455,0.00028669329078731835,3.6718046377426e-07,0.0
5.62,3.16e-08,0.0,1.5184663132485297e-17,2.7805645728777325e-19,1.519336219337864e-21,0.0
5.62,3.98e-08,0.0,2.408780022069982e-17,4.410877169144813e-19,2.4101599752443024e-21,0.0
5.62,5.01e-08,0.0,3.8168619120703244e-17,6.989309489233336e-19,3.819048533788888e-21,0.0
5.62,6.31e-08,0.0,6.054659366981932e-17,1.1087089117344684e-18,6.058127988581392e-21,0.0
5.62,7.94e-08,1.2791965175065244e-12,9.586763225636417e-17,1.7554959211932644e-18,9.592255335427875e-21,1.4716024958872466e-22
5.62,1e-07,1.4982437370999184e-07,1.5206560579720097e-16,2.7845743599560695e-18,1.521527218532551e-20,2.733976098167537e-17
5.62,1.26e-07,1.5001422365439362e-07,2.414193557636362e-16,4.420790253866255e-18,2.4155766121422776e-20,4.345960467603089e-17
5.62,1.58e-07,1.2242486166653807e-05,3.7961657831213257e-16,6.951411432194334e-18,3.7983405483446615e-20,5.576940850342482e-15
5.62,2e-07,3.733164302828121e-10,6.082624231888039e-16,1.1138297439824278e-17,6.086108874130204e-20,2.72489227800021e-19
5.62,2.51e-07,2.1200152020837803e-05,9.58028523082946e-16,1.7543096925159238e-17,9.585773629476928e-20,2.437242039558861e-14
5.62,3.16e-07,4.279427614231283e-05,1.5184663132485303e-15,2.7805645728777336e-17,1.5193362193378646e-19,7.797800006634876e-14
5.62,3.98e-07,4.5713576340117084e-05,2.408780022069982e-15,4.4108771691448124e-17,2.4101599752443025e-19,1.3213673931053407e-13
5.62,5.01e-07,0.00015675560222666013,3.816861912070324e-15,6.989309489233335e-17,3.8190485337888904e-19,7.179773851711022e-13
5.62,6.31e-07,0.0001547231768999462,6.054659366981933e-15,1.1087089117344686e-16,6.058127988581391e-19,1.1241553587677543e-12
5.62,7.94e-07,0.0002997408605510837,9.58676322563642e-15,1.7554959211932648e-16,9.592255335427876e-19,3.4482535909820915e-12
5.62,1e-06,0.00041297735910848565,1.5206560579720096e-14,2.7845743599560696e-16,1.521527218532551e-18,7.535958275203208e-12
5.62,1.26e-06,0.0005244329586675986,2.4141935576363617e-14,4.4207902538662547e-16,2.4155766121422784e-18,1.5192992042729914e-11
5.62,1.58e-06,0.0010873667847112352,3.7961657831213214e-14,6.951411432194326e-16,3.798340548344659e-18,4.9533894981881276e-11
5.62,2e-06,0.0016435739520467374,6.082624231888033e-14,1.1138297439824269e-15,6.086108874130204e-18,1.199669129714336e-10
5.62,2.51e-06,0.00236653357474003,9.580285230829442e-14,1.7543096925159206e-15,9.585773629476925e-18,2.72064799852127e-10
5.62,3.16e-06,0.003544234702896613,1.5184663132485255e-13,2.7805645728777247e-15,1.5193362193378636e-17,6.458161203113885e-10
5.62,3.98e-06,0.004540691428102768,2.408780022069971e-13,4.410877169144793e-15,2.410159975244302e-17,1.3125032158077978e-09
5.62,5.01e-06,0.005938719030895792,3.8168619120702974e-13,6.989309489233286e-15,3.8190485337888893e-17,2.7200724570615814e-09
5.62,6.31e-06,0.006920870763372641,6.054659366981866e-13,1.1087089117344562e-14,6.058127988581391e-17,5.028421799415011e-09
5.62,7.94e-06,0.0069421578585606115,9.586763225636253e-13,1.7554959211932346e-14,9.592255335427875e-17,7.986338839801271e-09
5.62,1e-05,0.005081744758121587,1.5206560579719677e-12,2.7845743599559928e-14,1.5215272185325512e-16,9.27310314180586e-09
5.62,1.26e-05,0.0030820255836684876,2.4141935576362562e-12,4.420790253866062e-14,2.4155766121422787e-16,8.928727570275103e-09
5.62,1.58e-05,0.0012207892311557516,3.796165783121061e-12,6.951411432193849e-14,3.798340548344661e-16,5.561181969259359e-09
5.62,2e-05,0.00025794024136679186,6.082624231887363e-12,1.1138297439823041e-13,6.086108874130205e-16,1.882744275019828e-09
5.62,2.51e-05,2.4470933711154138e-05,9.580285230827776e-12,1.7543096925156157e-13,9.585773629476925e-16,2.8132622978104266e-10
5.62,3.16e-05,1.1983358217982057e-05,1.5184663132481075e-11,2.7805645728769596e-13,1.5193362193378643e-15,2.1835590928308754e-10
5.62,3.98e-05,0.0,2.40878002206892e-11,4.410877169142868e-13,2.4101599752443024e-15,0.0
5.62,5.01e-05,0.0,3.816861912067655e-11,6.989309489228448e-13,3.819048533788888e-15,0.0
5.62,6.31e-05,0.0,6.05465936697522e-11,1.1087089117332393e-12,6.058127988581391e-15,0.0
5.62,7.94e-05,0.0,9.586763225619591e-11,1.7554959211901832e-12,9.592255335427877e-15,0.0
5.62,0.0001,0.0,1.5206560579677753e-10,2.784574359948316e-12,1.521527218532551e-14,0.0
5.62,0.000126,0.0,2.41419355762569e-10,4.420790253846714e-12,2.4155766121422774e-14,0.0
5.62,0.000158,0.0,3.796165783094936e-10,6.95141143214601e-12,3.798340548344661e-14,0.0
5.62,0.0002,0.0,6.082624231820288e-10,1.1138297439700218e-11,6.086108874130205e-14,0.0
5.62,0.000251,0.0,9.580285230661388e-10,1.754309692485147e-11,9.58577362947692e-14,0.0
5.62,0.000316,0.0,1.5184663132063081e-09,2.7805645728004176e-11,1.5193362193378643e-13,0.0
5.62,0.000398,0.0,2.4087800219637348e-09,4.4108771689502556e-11,2.4101599752443026e-13,0.0
5.62,0.000501,0.0,3.816861911803552e-09,6.989309488744831e-11,3.8190485337888896e-13,0.0
5.62,0.000631,0.0,6.054659366310651e-09,1.1087089116115458e-10,6.058127988581391e-13,0.0
5.62,0.000794,0.0,9.586763223953467e-09,1.7554959208850882e-10,9.592255335427873e-13,0.0
5.62,0.001,0.0,1.520656057548572e-08,2.7845743591806847e-10,1.5215272185325512e-12,0.0
5.62,0.00126,0.0,2.4141935565690988e-08,4.420790251911919e-10,2.415576612142278e-12,0.0
5.62,0.00158,0.0,3.7961657804824534e-08,6.95141142736212e-10,3.798340548344661e-12,0.0
5.62,0.002,0.0,6.082624225113031e-08,1.1138297427418113e-09,6.086108874130205e-12,0.0
5.62,0.00251,0.0,9.580285214022675e-08,1.7543096894383218e-09,9.585773629476926e-12,0.0
5.62,0.00316,0.0,1.5184663090263362e-07,2.7805645651461936e-09,1.5193362193378642e-11,0.0
5.62,0.00398,0.0,2.4087800114451496e-07,4.4108771496889754e-09,2.410159975244303e-11,0.0
5.62,0.00501,0.0,3.816861885393094e-07,6.9893094403828855e-09,3.8190485337888884e-11,0.0
5.62,0.00631,0.0,6.054659299853389e-07,1.1087088994421147e-08,6.05812798858139e-11,0.0
5.62,0.00794,0.0,9.586763057341185e-07,1.755495890375606e-08,9.592255335427873e-11,0.0
5.62,0.01,0.0,1.5206560156282123e-06,2.7845742824175284e-08,1.521527218532551e-10,0.0
5.62,0.0126,0.0,2.414193450909933e-06,4.420790058432399e-08,2.415576612142279e-10,0.0
5.62,0.0158,0.0,3.796165519234241e-06,6.951410948973157e-08,3.798340548344661e-10,0.0
5.62,0.02,0.0,6.082623554387334e-06,1.1138296199207718e-07,6.086108874130204e-10,0.0
5.62,0.0251,0.0,9.580283550151027e-06,1.7543093847557273e-07,9.585773629476927e-10,0.0
5.62,0.0316,0.0,1.5184658910292836e-05,2.780563799724013e-07,1.5193362193378644e-09,0.0
5.62,0.0398,0.0,2.4087789595871707e-05,4.4108752235619313e-07,2.4101599752443027e-09,0.0
5.62,0.0501,0.0,3.8168592443492706e-05,6.989304604192035e-07,3.819048533788889e-09,0.0
5.62,0.0631,0.0,6.05465265413458e-05,1.1087076825003809e-06,6.05812798858139e-09,0.0
5.62,0.0794,0.0,9.586746396142224e-05,1.7554928394327457e-06,9.592255335427872e-09,0.0
5.62,0.1,0.0,0.00015206518236039315,2.784566606123295e-06,1.5215272185325516e-08,0.0
5.62,0.126,0.0,0.00024141828850401934,4.420770710566185e-06,2.4155766121422778e-08,0.0
5.62,0.158,0.0,0.00037961393945945386,6.9513631104093366e-06,3.7983405483446606e-08,0.0
5.62,0.2,0.0,0.0006082556482564741,1.1138173379536242e-05,6.086108874130207e-08,0.0
5.62,0.251,0.0,0.0009580117165905465,1.7542789170308487e-05,9.585773629476926e-08,0.0
5.62,0.316,0.0,0.0015184240924861483,2.7804872596340382e-05,1.5193362193378642e-07,0.0
5.62,0.398,0.0,0.002408673778428211,4.410682619352153e-05,2.410159975244303e-07,0.0
5.62,0.501,0.0,0.003816595158422752,6.988821018902677e-05,3.819048533788889e-07,0.0
5.62,0.631,0.0,0.006053988155919933,0.00011085860018165049,6.058127988581391e-07,0.0
5.62,0.794,0.0,0.009585080568652158,0.00017551877986911113,9.592255335427876e-07,0.0
5.62,1.0,0.0,0.015202327378617082,0.00027837991903711923,1.521527218532551e-06,0.0
10.0,3.16e-08,2.1472390796218274e-11,1.3779748803595488e-17,2.5233013740332335e-19,1.2031899820120662e-20,3.550609816614283e-22
10.0,3.98e-08,5.151489488631689e-06,2.1859150471526388e-17,4.002774303520672e-19,1.9086495144071397e-20,1.3512862066138396e-16
10.0,5.01e-08,2.491164150785606e-05,3.4637184840683287e-17,6.342645090767861e-19,3.024373985288922e-20,1.0354429579109381e-15
10.0,6.31e-08,3.3624884272958297e-06,5.494470601053903e-17,1.0061290241812677e-18,4.797541724362144e-20,2.2170112572193094e-16
10.0,7.94e-08,5.827539053516393e-05,8.699777396194043e-17,1.5930740516744264e-18,7.596281440271578e-20,6.083795103986394e-15
10.0,1e-07,5.200293212062459e-05,1.379962025676523e-16,2.5269401678749737e-18,1.2049250741187972e-19,8.611448586035501e-15
10.0,1.26e-07,0.000134316955273928,2.190827711964048e-16,4.011770210518308e-18,1.912939047671002e-19,3.531183693609085e-14
10.0,1.58e-07,0.00021191272314858883,3.444937200898872e-16,6.308253435083084e-18,3.0079749550301655e-19,8.760312279820288e-14
10.0,2e-07,0.0004667701614117492,5.519848102706092e-16,1.0107760671499895e-17,4.819700296475189e-19,3.0918004678421524e-13
10.0,2.51e-07,0.00039263757446493145,8.693898757964665e-16,1.5919975751629126e-17,7.591148459455835e-19,4.096261585165112e-13
10.0,3.16e-07,0.0005814047763070393,1.3779748803595489e-15,2.5233013740332336e-17,1.2031899820120662e-18,9.613934124865954e-13
10.0,3.98e-07,0.0010080403717018442,2.185915047152639e-15,4.002774303520672e-17,1.9086495144071398e-18,2.6441887399684806e-12
10.0,5.01e-07,0.0012220277289030279,3.4637184840683305e-15,6.342645090767864e-17,3.024373985288923e-18,5.079312039174553e-12
10.0,6.31e-07,0.002253708343861021,5.494470601053901e-15,1.0061290241812673e-16,4.797541724362145e-18,1.485952108643311e-11
10.0,7.94e-07,0.0031527742968337153,8.699777396194044e-15,1.5930740516744267e-16,7.596281440271584e-18,3.291412147547463e-11
10.0,1e-06,0.004407136266684175,1.3799620256765228e-14,2.526940167874973e-16,1.2049250741187972e-17,7.298016828007154e-11
10.0,1.26e-06,0.0052960923019511625,2.1908277119640474e-14,4.011770210518307e-16,1.912939047671002e-17,1.3923390936280886e-10
10.0,1.58e-06,0.006591114449850666,3.444937200898869e-14,6.308253435083079e-16,3.0079749550301646e-17,2.7247170436407175e-10
10.0,2e-06,0.0065432507853951105,5.519848102706087e-14,1.0107760671499885e-15,4.819700296475189e-17,4.334130051995198e-10
10.0,2.51e-06,0.0055227684030184085,8.693898757964652e-14,1.5919975751629101e-15,7.591148459455837e-17,5.76172672314338e-10
10.0,3.16e-06,0.0032179018774322445,1.3779748803595451e-13,2.523301374033227e-15,1.2031899820120659e-16,5.321025545476144e-10
10.0,3.98e-06,0.0015455092606270952,2.1859150471526305e-13,4.0027743035206564e-15,1.908649514407139e-16,4.054022337982205e-10
10.0,5.01e-06,0.0004131308757253846,3.4637184840683073e-13,6.342645090767822e-15,3.024373985288922e-16,1.7171628607072099e-10
10.0,6.31e-06,0.00012683548356696783,5.494470601053845e-13,1.006129024181257e-14,4.797541724362145e-16,8.362726027549834e-11
10.0,7.94e-06,1.1661434948721912e-05,8.699777396193905e-13,1.5930740516744012e-14,7.596281440271583e-16,1.2174226580889183e-11
10.0,1e-05,0.0,1.3799620256764886e-12,2.5269401678749106e-14,1.2049250741187973e-15,0.0
10.0,1.26e-05,0.0,2.190827711963961e-12,4.011770210518148e-14,1.9129390476710026e-15,0.0
10.0,1.58e-05,0.0,3.4449372008986547e-12,6.308253435082686e-14,3.007974955030167e-15,0.0
10.0,2e-05,0.0,5.519848102705537e-12,1.0107760671498878e-13,4.819700296475189e-15,0.0
10.0,2.51e-05,0.0,8.693898757963279e-12,1.5919975751626587e-13,7.591148459455835e-15,0.0
10.0,3.16e-05,0.0,1.3779748803592011e-11,2.523301374032597e-13,1.2031899820120668e-14,0.0
10.0,3.98e-05,0.0,2.1859150471517645e-11,4.002774303519071e-13,1.9086495144071394e-14,0.0
10.0,5.01e-05,0.0,3.4637184840661316e-11,6.342645090763838e-13,3.0243739852889225e-14,0.0
10.0,6.31e-05,0.0,5.494470601048373e-11,1.006129024180255e-12,4.797541724362144e-14,0.0
10.0,7.94e-05,0.0,8.699777396180188e-11,1.5930740516718892e-12,7.596281440271584e-14,0.0
10.0,0.0001,0.0,1.3799620256730363e-10,2.5269401678685886e-12,1.2049250741187974e-13,0.0
10.0,0.000126,0.0,2.1908277119552594e-10,4.011770210502215e-12,1.9129390476710017e-13,0.0
10.0,0.000158,0.0,3.4449372008771407e-10,6.3082534350432904e-12,3.0079749550301656e-13,0.0
10.0,0.0002,0.0,5.519848102650299e-10,1.0107760671397727e-11,4.819700296475189e-13,0.0
10.0,0.000251,0.0,8.693898757826256e-10,1.5919975751375675e-11,7.591148459455831e-13,0.0
10.0,0.000316,0.0,1.3779748803247786e-09,2.5233013739695636e-11,1.2031899820120662e-12,0.0
10.0,0.000398,0.0,2.1859150470651437e-09,4.0027743033604534e-11,1.90864951440714e-12,0.0
10.0,0.000501,0.0,3.463718483848638e-09,6.342645090365571e-11,3.024373985288923e-12,0.0
10.0,0.000631,0.0,5.494470600501088e-09,1.0061290240800382e-10,4.797541724362144e-12,0.0
10.0,0.000794,0.0,8.699777394808107e-09,1.5930740514206386e-10,7.59628144027158e-12,0.0
10.0,0.001,0.0,1.3799620253278153e-08,2.5269401672364317e-10,1.2049250741187974e-11,0.0
10.0,0.00126,0.0,2.190827711085139e-08,4.011770208908879e-10,1.9129390476710025e-11,0.0
10.0,0.00158,0.0,3.444937198725718e-08,6.308253431103678e-10,3.007974955030165e-11,0.0
10.0,0.002,0.0,5.519848097126763e-08,1.0107760661283213e-09,4.8197002964751896e-11,0.0
10.0,0.00251,0.0,8.693898744123998e-08,1.591997572628456e-09,7.591148459455835e-11,0.0
10.0,0.00316,0.0,1.377974876882503e-07,2.523301367666184e-09,1.203189982012066e-10,0.0
10.0,0.00398,0.0,2.1859150384029152e-07,4.0027742874984715e-09,1.90864951440714e-10,0.0
10.0,0.00501,0.0,3.4637184620991925e-07,6.342645050538716e-09,3.024373985288923e-10,0.0
10.0,0.00631,0.0,5.49447054577244e-07,1.0061290140583115e-08,4.797541724362144e-10,0.0
10.0,0.00794,0.0,8.69977725760015e-07,1.593074026295578e-08,7.59628144027158e-10,0.0
10.0,0.01,0.0,1.3799619908057095e-06,2.5269401040207094e-08,1.2049250741187974e-09,0.0
10.0,0.0126,0.0,2.190827624073078e-06,4.011770049575312e-08,1.912939047671003e-09,0.0
