filename,filepath,scan,run,mass,CaPhi,nLLP_original,nLLP_original_weighted,nLLP_LLPdecay,nLLP_LLPdecay_weighted,nLLP_InCavern,nLLP_InCavern_weighted,nLLP_NotInATLAS,nLLP_NotInATLAS_weighted,nLLP_Geometry,nLLP_Geometry_weighted,nLLP_Tracker,nLLP_Tracker_weighted,nLLP_MET,nLLP_MET_weighted,nLLP_IsoJet,nLLP_IsoJet_weighted,nLLP_IsoCharged,nLLP_IsoCharged_weighted,nLLP_IsoAll,nLLP_IsoAll_weighted,nLLP_Final,nLLP_Final_weighted,n_surviving_llps,status
ALP_Z_sampledfs_Scan_4_Run_2.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_4_Run_2.pkl.gz,4,2,10.0,0.1,2000,0.0010593616999999998,2000,0.0010593616999999998,2000,0.0010593616999999998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_4_Run_3.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_4_Run_3.pkl.gz,4,3,10.0,0.01,2000,1.0399625199999996e-05,2000,1.0399625199999996e-05,2000,1.0399625199999996e-05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_4_Run_4.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_4_Run_4.pkl.gz,4,4,10.0,0.001,2000,1.0499979199999997e-07,2000,1.0499979199999997e-07,2000,1.0499979199999997e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_4_Run_5.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_4_Run_5.pkl.gz,4,5,10.0,0.0001,2000,1.04481368e-09,2000,1.04481368e-09,2000,1.04481368e-09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_5_Run_1.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_5_Run_1.pkl.gz,5,1,0.316,1.0,2000,0.2189131199999999,2000,0.2189131199999999,2000,0.2189131199999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_5_Run_2.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_5_Run_2.pkl.gz,5,2,0.316,0.1,2000,0.0021958005999999997,2000,0.0021958005999999997,2000,0.0021958005999999997,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_5_Run_3.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_5_Run_3.pkl.gz,5,3,0.316,0.01,2000,2.1763634e-05,2000,2.1763634e-05,1979,2.1535115842999997e-05,16,1.74109072e-07,2,2.1763634e-08,2,2.1763634e-08,2,2.1763634e-08,2,2.1763634e-08,2,2.1763634e-08,2,2.1763634e-08,2,2.1763634e-08,2,success
ALP_Z_sampledfs_Scan_5_Run_4.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_5_Run_4.pkl.gz,5,4,0.316,0.001,2000,2.1823397999999995e-07,2000,2.1823397999999995e-07,592,6.459725807999999e-08,90,9.8205291e-09,27,2.946158730000001e-09,23,2.509690770000001e-09,11,1.20028689e-09,11,1.20028689e-09,11,1.20028689e-09,11,1.20028689e-09,11,1.20028689e-09,11,success
ALP_Z_sampledfs_Scan_5_Run_5.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_5_Run_5.pkl.gz,5,5,0.316,0.0001,2000,2.1878553999999997e-09,2000,2.1878553999999997e-09,6,6.563566200000001e-12,3,3.2817831e-12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_6_Run_1.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_6_Run_1.pkl.gz,6,1,0.05,0.0316,2000,0.00021341129999999993,2000,0.00021341129999999993,72,7.682806800000001e-06,18,1.9207017e-06,6,6.402339000000001e-07,4,4.268226e-07,1,1.0670565e-07,1,1.0670565e-07,1,1.0670565e-07,1,1.0670565e-07,1,1.0670565e-07,1,success
ALP_Z_sampledfs_Scan_6_Run_2.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_6_Run_2.pkl.gz,6,2,0.1,0.0316,2000,0.00021583051999999995,2000,0.00021583051999999995,267,2.8813374419999996e-05,35,3.7770341000000005e-06,6,6.4749156e-07,5,5.395763e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_7_Run_1.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_7_Run_1.pkl.gz,7,1,0.316,0.0316,2000,0.00021859719999999994,2000,0.00021859719999999994,2000,0.00021859719999999994,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_7_Run_2.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_7_Run_2.pkl.gz,7,2,1.0,0.0316,2000,0.00019577241800000002,2000,0.00019577241800000002,2000,0.00019577241800000002,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_8_Run_1.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_8_Run_1.pkl.gz,8,1,0.05,0.316,2000,0.021341129999999996,2000,0.021341129999999996,1437,0.015333601904999997,97,0.001035044805,22,0.00023475243,18,0.00019207017000000002,15,0.000160058475,15,0.000160058475,15,0.000160058475,15,0.000160058475,15,0.000160058475,15,success
ALP_Z_sampledfs_Scan_8_Run_2.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_8_Run_2.pkl.gz,8,2,0.1,0.316,2000,0.021583052,2000,0.021583052,1849,0.019953531574,40,0.00043166104,6,6.4749156e-05,5,5.395763e-05,4,4.3166104000000004e-05,4,4.3166104000000004e-05,4,4.3166104000000004e-05,4,4.3166104000000004e-05,4,4.3166104000000004e-05,4,success
ALP_Z_sampledfs_Scan_9_Run_1.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_9_Run_1.pkl.gz,9,1,0.1,0.00316,2000,2.1450446000000006e-06,2000,2.1450446000000006e-06,6,6.435133800000002e-09,1,1.0725223000000003e-09,1,1.0725223000000003e-09,1,1.0725223000000003e-09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
